Processing /home/gridsan/akolodziej/TED/ted_365m.domain_summary.cath.globularity.taxid.tsv
Output will be written to outputs/nested_domain_pairs_validations.tsv
Processed 77640000 lines, found 77500 nested pairs, skipped 15164724 low quality
Processed 77650000 lines, found 77503 nested pairs, skipped 15166867 low quality
Processed 77660000 lines, found 77503 nested pairs, skipped 15169057 low quality
Processed 77670000 lines, found 77515 nested pairs, skipped 15171169 low quality
Processed 77680000 lines, found 77540 nested pairs, skipped 15173284 low quality
Processed 77690000 lines, found 77546 nested pairs, skipped 15175161 low quality
Processed 77700000 lines, found 77552 nested pairs, skipped 15177037 low quality
Processed 77710000 lines, found 77563 nested pairs, skipped 15178971 low quality
Processed 77720000 lines, found 77577 nested pairs, skipped 15181055 low quality
Processed 77730000 lines, found 77591 nested pairs, skipped 15183107 low quality
Processed 77740000 lines, found 77596 nested pairs, skipped 15184927 low quality
Processed 77750000 lines, found 77607 nested pairs, skipped 15186757 low quality
Processed 77760000 lines, found 77609 nested pairs, skipped 15188542 low quality
Processed 77770000 lines, found 77619 nested pairs, skipped 15190539 low quality
Processed 77780000 lines, found 77625 nested pairs, skipped 15192416 low quality
Processed 77790000 lines, found 77631 nested pairs, skipped 15194130 low quality
Processed 77800000 lines, found 77638 nested pairs, skipped 15195829 low quality
Processed 77810000 lines, found 77644 nested pairs, skipped 15197719 low quality
Processed 77820000 lines, found 77654 nested pairs, skipped 15199518 low quality
Processed 77830000 lines, found 77663 nested pairs, skipped 15201419 low quality
Processed 77840000 lines, found 77670 nested pairs, skipped 15203082 low quality
Processed 77850000 lines, found 77673 nested pairs, skipped 15204828 low quality
Processed 77860000 lines, found 77680 nested pairs, skipped 15206790 low quality
Processed 77870000 lines, found 77688 nested pairs, skipped 15208669 low quality
Processed 77880000 lines, found 77694 nested pairs, skipped 15210676 low quality
Processed 77890000 lines, found 77705 nested pairs, skipped 15212555 low quality
Processed 77900000 lines, found 77715 nested pairs, skipped 15214342 low quality
Processed 77910000 lines, found 77719 nested pairs, skipped 15216128 low quality
Processed 77920000 lines, found 77728 nested pairs, skipped 15217906 low quality
Processed 77930000 lines, found 77738 nested pairs, skipped 15219721 low quality
Processed 77940000 lines, found 77747 nested pairs, skipped 15221518 low quality
Processed 77950000 lines, found 77753 nested pairs, skipped 15223247 low quality
Processed 77960000 lines, found 77760 nested pairs, skipped 15224899 low quality
Processed 77970000 lines, found 77770 nested pairs, skipped 15226814 low quality
Processed 77980000 lines, found 77775 nested pairs, skipped 15228803 low quality
Processed 77990000 lines, found 77787 nested pairs, skipped 15230749 low quality
Processed 78000000 lines, found 77792 nested pairs, skipped 15232682 low quality
Processed 78010000 lines, found 77799 nested pairs, skipped 15234664 low quality
Processed 78020000 lines, found 77810 nested pairs, skipped 15236569 low quality
Processed 78030000 lines, found 77812 nested pairs, skipped 15238361 low quality
Processed 78040000 lines, found 77820 nested pairs, skipped 15240244 low quality
Processed 78050000 lines, found 77827 nested pairs, skipped 15241928 low quality
Processed 78060000 lines, found 77832 nested pairs, skipped 15243801 low quality
Processed 78070000 lines, found 77833 nested pairs, skipped 15245504 low quality
Processed 78080000 lines, found 77842 nested pairs, skipped 15247409 low quality
Processed 78090000 lines, found 77850 nested pairs, skipped 15249077 low quality
Processed 78100000 lines, found 77860 nested pairs, skipped 15250617 low quality
Processed 78110000 lines, found 77867 nested pairs, skipped 15252264 low quality
Processed 78120000 lines, found 77871 nested pairs, skipped 15253799 low quality
Processed 78130000 lines, found 77873 nested pairs, skipped 15255380 low quality
Processed 78140000 lines, found 77878 nested pairs, skipped 15256873 low quality
Processed 78150000 lines, found 77884 nested pairs, skipped 15258403 low quality
Processed 78160000 lines, found 77892 nested pairs, skipped 15260001 low quality
Processed 78170000 lines, found 77894 nested pairs, skipped 15261619 low quality
Processed 78180000 lines, found 77901 nested pairs, skipped 15263197 low quality
Processed 78190000 lines, found 77906 nested pairs, skipped 15264780 low quality
Processed 78200000 lines, found 77909 nested pairs, skipped 15266475 low quality
Processed 78210000 lines, found 77916 nested pairs, skipped 15268317 low quality
Processed 78220000 lines, found 77922 nested pairs, skipped 15270158 low quality
Processed 78230000 lines, found 77929 nested pairs, skipped 15271749 low quality
Processed 78240000 lines, found 77935 nested pairs, skipped 15273452 low quality
Processed 78250000 lines, found 77942 nested pairs, skipped 15275352 low quality
Processed 78260000 lines, found 77949 nested pairs, skipped 15277062 low quality
Processed 78270000 lines, found 77953 nested pairs, skipped 15278848 low quality
Processed 78280000 lines, found 77957 nested pairs, skipped 15280750 low quality
Processed 78290000 lines, found 77961 nested pairs, skipped 15282516 low quality
Processed 78300000 lines, found 77966 nested pairs, skipped 15284396 low quality
Processed 78310000 lines, found 77968 nested pairs, skipped 15286235 low quality
Processed 78320000 lines, found 77975 nested pairs, skipped 15288005 low quality
Processed 78330000 lines, found 77982 nested pairs, skipped 15289851 low quality
Processed 78340000 lines, found 77990 nested pairs, skipped 15291492 low quality
Processed 78350000 lines, found 77997 nested pairs, skipped 15293315 low quality
Processed 78360000 lines, found 78006 nested pairs, skipped 15294950 low quality
Processed 78370000 lines, found 78009 nested pairs, skipped 15296462 low quality
Processed 78380000 lines, found 78014 nested pairs, skipped 15298115 low quality
Processed 78390000 lines, found 78017 nested pairs, skipped 15299992 low quality
Processed 78400000 lines, found 78026 nested pairs, skipped 15301834 low quality
Processed 78410000 lines, found 78032 nested pairs, skipped 15303686 low quality
Processed 78420000 lines, found 78037 nested pairs, skipped 15305339 low quality
Processed 78430000 lines, found 78044 nested pairs, skipped 15307104 low quality
Processed 78440000 lines, found 78050 nested pairs, skipped 15309041 low quality
Processed 78450000 lines, found 78054 nested pairs, skipped 15310993 low quality
Processed 78460000 lines, found 78058 nested pairs, skipped 15312954 low quality
Processed 78470000 lines, found 78060 nested pairs, skipped 15314799 low quality
Processed 78480000 lines, found 78064 nested pairs, skipped 15316605 low quality
Processed 78490000 lines, found 78070 nested pairs, skipped 15318512 low quality
Processed 78500000 lines, found 78075 nested pairs, skipped 15320424 low quality
Processed 78510000 lines, found 78079 nested pairs, skipped 15322246 low quality
Processed 78520000 lines, found 78084 nested pairs, skipped 15324132 low quality
Processed 78530000 lines, found 78093 nested pairs, skipped 15325872 low quality
Processed 78540000 lines, found 78101 nested pairs, skipped 15327803 low quality
Processed 78550000 lines, found 78106 nested pairs, skipped 15329743 low quality
Processed 78560000 lines, found 78110 nested pairs, skipped 15331567 low quality
Processed 78570000 lines, found 78114 nested pairs, skipped 15333501 low quality
Processed 78580000 lines, found 78121 nested pairs, skipped 15335439 low quality
Processed 78590000 lines, found 78126 nested pairs, skipped 15337181 low quality
Processed 78600000 lines, found 78132 nested pairs, skipped 15338999 low quality
Processed 78610000 lines, found 78134 nested pairs, skipped 15340689 low quality
Processed 78620000 lines, found 78140 nested pairs, skipped 15342417 low quality
Processed 78630000 lines, found 78144 nested pairs, skipped 15344227 low quality
Processed 78640000 lines, found 78152 nested pairs, skipped 15346260 low quality
Processed 78650000 lines, found 78156 nested pairs, skipped 15348049 low quality
Processed 78660000 lines, found 78172 nested pairs, skipped 15350033 low quality
Processed 78670000 lines, found 78181 nested pairs, skipped 15352061 low quality
Processed 78680000 lines, found 78188 nested pairs, skipped 15354133 low quality
Processed 78690000 lines, found 78191 nested pairs, skipped 15356204 low quality
Processed 78700000 lines, found 78194 nested pairs, skipped 15358431 low quality
Processed 78710000 lines, found 78196 nested pairs, skipped 15360540 low quality
Processed 78720000 lines, found 78200 nested pairs, skipped 15362553 low quality
Processed 78730000 lines, found 78201 nested pairs, skipped 15364766 low quality
Processed 78740000 lines, found 78203 nested pairs, skipped 15366964 low quality
Processed 78750000 lines, found 78207 nested pairs, skipped 15369196 low quality
Processed 78760000 lines, found 78208 nested pairs, skipped 15371383 low quality
Processed 78770000 lines, found 78210 nested pairs, skipped 15373429 low quality
Processed 78780000 lines, found 78215 nested pairs, skipped 15375619 low quality
Processed 78790000 lines, found 78217 nested pairs, skipped 15377904 low quality
Processed 78800000 lines, found 78223 nested pairs, skipped 15380157 low quality
Processed 78810000 lines, found 78227 nested pairs, skipped 15382394 low quality
Processed 78820000 lines, found 78230 nested pairs, skipped 15384437 low quality
Processed 78830000 lines, found 78234 nested pairs, skipped 15386545 low quality
Processed 78840000 lines, found 78242 nested pairs, skipped 15388577 low quality
Processed 78850000 lines, found 78255 nested pairs, skipped 15390662 low quality
Processed 78860000 lines, found 78264 nested pairs, skipped 15392791 low quality
Processed 78870000 lines, found 78281 nested pairs, skipped 15394642 low quality
Processed 78880000 lines, found 78291 nested pairs, skipped 15396514 low quality
Processed 78890000 lines, found 78293 nested pairs, skipped 15398404 low quality
Processed 78900000 lines, found 78293 nested pairs, skipped 15400290 low quality
Processed 78910000 lines, found 78295 nested pairs, skipped 15402173 low quality
Processed 78920000 lines, found 78296 nested pairs, skipped 15403987 low quality
Processed 78930000 lines, found 78296 nested pairs, skipped 15405777 low quality
Processed 78940000 lines, found 78301 nested pairs, skipped 15407427 low quality
Processed 78950000 lines, found 78309 nested pairs, skipped 15409344 low quality
Processed 78960000 lines, found 78325 nested pairs, skipped 15411405 low quality
Processed 78970000 lines, found 78352 nested pairs, skipped 15413669 low quality
Processed 78980000 lines, found 78356 nested pairs, skipped 15415710 low quality
Processed 78990000 lines, found 78359 nested pairs, skipped 15417679 low quality
Processed 79000000 lines, found 78361 nested pairs, skipped 15419686 low quality
Processed 79010000 lines, found 78374 nested pairs, skipped 15421703 low quality
Processed 79020000 lines, found 78390 nested pairs, skipped 15423821 low quality
Processed 79030000 lines, found 78396 nested pairs, skipped 15425735 low quality
Processed 79040000 lines, found 78405 nested pairs, skipped 15427897 low quality
Processed 79050000 lines, found 78411 nested pairs, skipped 15429755 low quality
Processed 79060000 lines, found 78431 nested pairs, skipped 15431917 low quality
Processed 79070000 lines, found 78465 nested pairs, skipped 15434245 low quality
Processed 79080000 lines, found 78493 nested pairs, skipped 15436290 low quality
Processed 79090000 lines, found 78499 nested pairs, skipped 15438161 low quality
Processed 79100000 lines, found 78501 nested pairs, skipped 15439938 low quality
Processed 79110000 lines, found 78506 nested pairs, skipped 15441696 low quality
Processed 79120000 lines, found 78506 nested pairs, skipped 15443327 low quality
Processed 79130000 lines, found 78508 nested pairs, skipped 15445026 low quality
Processed 79140000 lines, found 78510 nested pairs, skipped 15446799 low quality
Processed 79150000 lines, found 78515 nested pairs, skipped 15448524 low quality
Processed 79160000 lines, found 78516 nested pairs, skipped 15450369 low quality
Processed 79170000 lines, found 78538 nested pairs, skipped 15452436 low quality
Processed 79180000 lines, found 78558 nested pairs, skipped 15454531 low quality
Processed 79190000 lines, found 78562 nested pairs, skipped 15456069 low quality
Processed 79200000 lines, found 78563 nested pairs, skipped 15457927 low quality
Processed 79210000 lines, found 78565 nested pairs, skipped 15459796 low quality
Processed 79220000 lines, found 78580 nested pairs, skipped 15461910 low quality
Processed 79230000 lines, found 78590 nested pairs, skipped 15463679 low quality
Processed 79240000 lines, found 78598 nested pairs, skipped 15465480 low quality
Processed 79250000 lines, found 78613 nested pairs, skipped 15467326 low quality
Processed 79260000 lines, found 78622 nested pairs, skipped 15469039 low quality
Processed 79270000 lines, found 78635 nested pairs, skipped 15471108 low quality
Processed 79280000 lines, found 78647 nested pairs, skipped 15472993 low quality
Processed 79290000 lines, found 78658 nested pairs, skipped 15474985 low quality
Processed 79300000 lines, found 78670 nested pairs, skipped 15476773 low quality
Processed 79310000 lines, found 78674 nested pairs, skipped 15478541 low quality
Processed 79320000 lines, found 78679 nested pairs, skipped 15480435 low quality
Processed 79330000 lines, found 78689 nested pairs, skipped 15482403 low quality
Processed 79340000 lines, found 78699 nested pairs, skipped 15484189 low quality
Processed 79350000 lines, found 78709 nested pairs, skipped 15486015 low quality
Processed 79360000 lines, found 78716 nested pairs, skipped 15487856 low quality
Processed 79370000 lines, found 78721 nested pairs, skipped 15489668 low quality
Processed 79380000 lines, found 78734 nested pairs, skipped 15491496 low quality
Processed 79390000 lines, found 78744 nested pairs, skipped 15493435 low quality
Processed 79400000 lines, found 78756 nested pairs, skipped 15495337 low quality
Processed 79410000 lines, found 78761 nested pairs, skipped 15497339 low quality
Processed 79420000 lines, found 78769 nested pairs, skipped 15499374 low quality
Processed 79430000 lines, found 78781 nested pairs, skipped 15501507 low quality
Processed 79440000 lines, found 78792 nested pairs, skipped 15503646 low quality
Processed 79450000 lines, found 78802 nested pairs, skipped 15505757 low quality
Processed 79460000 lines, found 78816 nested pairs, skipped 15507676 low quality
Processed 79470000 lines, found 78827 nested pairs, skipped 15509653 low quality
Processed 79480000 lines, found 78833 nested pairs, skipped 15511624 low quality
Processed 79490000 lines, found 78845 nested pairs, skipped 15513733 low quality
Processed 79500000 lines, found 78850 nested pairs, skipped 15515877 low quality
Processed 79510000 lines, found 78863 nested pairs, skipped 15517997 low quality
Processed 79520000 lines, found 78873 nested pairs, skipped 15520109 low quality
Processed 79530000 lines, found 78886 nested pairs, skipped 15522199 low quality
Processed 79540000 lines, found 78896 nested pairs, skipped 15524257 low quality
Processed 79550000 lines, found 78901 nested pairs, skipped 15526257 low quality
Processed 79560000 lines, found 78908 nested pairs, skipped 15528274 low quality
Processed 79570000 lines, found 78912 nested pairs, skipped 15530226 low quality
Processed 79580000 lines, found 78918 nested pairs, skipped 15532246 low quality
Processed 79590000 lines, found 78922 nested pairs, skipped 15534342 low quality
Processed 79600000 lines, found 78924 nested pairs, skipped 15536316 low quality
Processed 79610000 lines, found 78925 nested pairs, skipped 15538521 low quality
Processed 79620000 lines, found 78926 nested pairs, skipped 15540677 low quality
Processed 79630000 lines, found 78930 nested pairs, skipped 15542863 low quality
Processed 79640000 lines, found 78933 nested pairs, skipped 15545024 low quality
Processed 79650000 lines, found 78935 nested pairs, skipped 15547235 low quality
Processed 79660000 lines, found 78940 nested pairs, skipped 15549350 low quality
Processed 79670000 lines, found 78943 nested pairs, skipped 15551294 low quality
Processed 79680000 lines, found 78977 nested pairs, skipped 15553544 low quality
Processed 79690000 lines, found 78979 nested pairs, skipped 15555565 low quality
Processed 79700000 lines, found 78979 nested pairs, skipped 15557361 low quality
Processed 79710000 lines, found 78989 nested pairs, skipped 15559433 low quality
Processed 79720000 lines, found 78998 nested pairs, skipped 15561589 low quality
Processed 79730000 lines, found 79006 nested pairs, skipped 15563587 low quality
Processed 79740000 lines, found 79013 nested pairs, skipped 15565742 low quality
Processed 79750000 lines, found 79021 nested pairs, skipped 15567669 low quality
Processed 79760000 lines, found 79038 nested pairs, skipped 15569897 low quality
Processed 79770000 lines, found 79045 nested pairs, skipped 15571383 low quality
Processed 79780000 lines, found 79056 nested pairs, skipped 15573249 low quality
Processed 79790000 lines, found 79065 nested pairs, skipped 15575339 low quality
Processed 79800000 lines, found 79067 nested pairs, skipped 15577364 low quality
Processed 79810000 lines, found 79088 nested pairs, skipped 15579522 low quality
Processed 79820000 lines, found 79096 nested pairs, skipped 15581721 low quality
Processed 79830000 lines, found 79115 nested pairs, skipped 15583785 low quality
Processed 79840000 lines, found 79146 nested pairs, skipped 15586035 low quality
Processed 79850000 lines, found 79164 nested pairs, skipped 15588190 low quality
Processed 79860000 lines, found 79171 nested pairs, skipped 15590099 low quality
Processed 79870000 lines, found 79175 nested pairs, skipped 15592048 low quality
Processed 79880000 lines, found 79180 nested pairs, skipped 15593798 low quality
Processed 79890000 lines, found 79206 nested pairs, skipped 15595898 low quality
Processed 79900000 lines, found 79221 nested pairs, skipped 15597981 low quality
Processed 79910000 lines, found 79231 nested pairs, skipped 15600403 low quality
Processed 79920000 lines, found 79238 nested pairs, skipped 15602352 low quality
Processed 79930000 lines, found 79263 nested pairs, skipped 15604445 low quality
Processed 79940000 lines, found 79274 nested pairs, skipped 15606366 low quality
Processed 79950000 lines, found 79294 nested pairs, skipped 15608569 low quality
Processed 79960000 lines, found 79336 nested pairs, skipped 15611231 low quality
Processed 79970000 lines, found 79372 nested pairs, skipped 15613622 low quality
Processed 79980000 lines, found 79398 nested pairs, skipped 15615930 low quality
Processed 79990000 lines, found 79405 nested pairs, skipped 15618040 low quality
Processed 80000000 lines, found 79415 nested pairs, skipped 15620020 low quality
Processed 80010000 lines, found 79435 nested pairs, skipped 15622173 low quality
Processed 80020000 lines, found 79443 nested pairs, skipped 15624070 low quality
Processed 80030000 lines, found 79448 nested pairs, skipped 15626203 low quality
Processed 80040000 lines, found 79455 nested pairs, skipped 15627928 low quality
Processed 80050000 lines, found 79463 nested pairs, skipped 15629859 low quality
Processed 80060000 lines, found 79470 nested pairs, skipped 15631809 low quality
Processed 80070000 lines, found 79483 nested pairs, skipped 15633789 low quality
Processed 80080000 lines, found 79495 nested pairs, skipped 15635873 low quality
Processed 80090000 lines, found 79499 nested pairs, skipped 15637725 low quality
Processed 80100000 lines, found 79507 nested pairs, skipped 15639586 low quality
Processed 80110000 lines, found 79521 nested pairs, skipped 15641504 low quality
Processed 80120000 lines, found 79535 nested pairs, skipped 15643547 low quality
Processed 80130000 lines, found 79544 nested pairs, skipped 15645496 low quality
Processed 80140000 lines, found 79550 nested pairs, skipped 15647318 low quality
Processed 80150000 lines, found 79558 nested pairs, skipped 15649110 low quality
Processed 80160000 lines, found 79561 nested pairs, skipped 15650981 low quality
Processed 80170000 lines, found 79567 nested pairs, skipped 15652721 low quality
Processed 80180000 lines, found 79575 nested pairs, skipped 15654444 low quality
Processed 80190000 lines, found 79584 nested pairs, skipped 15656145 low quality
Processed 80200000 lines, found 79591 nested pairs, skipped 15658024 low quality
Processed 80210000 lines, found 79599 nested pairs, skipped 15659920 low quality
Processed 80220000 lines, found 79613 nested pairs, skipped 15661725 low quality
Processed 80230000 lines, found 79621 nested pairs, skipped 15663371 low quality
Processed 80240000 lines, found 79629 nested pairs, skipped 15665152 low quality
Processed 80250000 lines, found 79638 nested pairs, skipped 15667032 low quality
Processed 80260000 lines, found 79644 nested pairs, skipped 15668910 low quality
Processed 80270000 lines, found 79646 nested pairs, skipped 15670631 low quality
Processed 80280000 lines, found 79656 nested pairs, skipped 15672494 low quality
Processed 80290000 lines, found 79662 nested pairs, skipped 15674363 low quality
Processed 80300000 lines, found 79674 nested pairs, skipped 15676053 low quality
Processed 80310000 lines, found 79683 nested pairs, skipped 15677852 low quality
Processed 80320000 lines, found 79687 nested pairs, skipped 15679613 low quality
Processed 80330000 lines, found 79693 nested pairs, skipped 15681450 low quality
Processed 80340000 lines, found 79698 nested pairs, skipped 15683245 low quality
Processed 80350000 lines, found 79705 nested pairs, skipped 15684897 low quality
Processed 80360000 lines, found 79714 nested pairs, skipped 15686594 low quality
Processed 80370000 lines, found 79720 nested pairs, skipped 15688161 low quality
Processed 80380000 lines, found 79736 nested pairs, skipped 15690257 low quality
Processed 80390000 lines, found 79746 nested pairs, skipped 15692333 low quality
Processed 80400000 lines, found 79758 nested pairs, skipped 15694294 low quality
Processed 80410000 lines, found 79767 nested pairs, skipped 15696446 low quality
Processed 80420000 lines, found 79777 nested pairs, skipped 15698482 low quality
Processed 80430000 lines, found 79786 nested pairs, skipped 15700551 low quality
Processed 80440000 lines, found 79795 nested pairs, skipped 15702632 low quality
Processed 80450000 lines, found 79799 nested pairs, skipped 15704730 low quality
Processed 80460000 lines, found 79809 nested pairs, skipped 15706776 low quality
Processed 80470000 lines, found 79816 nested pairs, skipped 15708829 low quality
Processed 80480000 lines, found 79824 nested pairs, skipped 15710953 low quality
Processed 80490000 lines, found 79834 nested pairs, skipped 15713067 low quality
Processed 80500000 lines, found 79844 nested pairs, skipped 15715117 low quality
Processed 80510000 lines, found 79854 nested pairs, skipped 15717258 low quality
Processed 80520000 lines, found 79868 nested pairs, skipped 15719283 low quality
Processed 80530000 lines, found 79879 nested pairs, skipped 15721347 low quality
Processed 80540000 lines, found 79889 nested pairs, skipped 15723399 low quality
Processed 80550000 lines, found 79897 nested pairs, skipped 15725501 low quality
Processed 80560000 lines, found 79910 nested pairs, skipped 15727752 low quality
Processed 80570000 lines, found 79932 nested pairs, skipped 15729696 low quality
Processed 80580000 lines, found 79933 nested pairs, skipped 15731249 low quality
Processed 80590000 lines, found 79934 nested pairs, skipped 15732326 low quality
Processed 80600000 lines, found 79936 nested pairs, skipped 15733900 low quality
Processed 80610000 lines, found 79938 nested pairs, skipped 15735520 low quality
Processed 80620000 lines, found 79943 nested pairs, skipped 15737022 low quality
Processed 80630000 lines, found 79949 nested pairs, skipped 15738879 low quality
Processed 80640000 lines, found 79959 nested pairs, skipped 15740937 low quality
Processed 80650000 lines, found 79968 nested pairs, skipped 15742758 low quality
Processed 80660000 lines, found 79980 nested pairs, skipped 15744762 low quality
Processed 80670000 lines, found 79985 nested pairs, skipped 15746774 low quality
Processed 80680000 lines, found 80010 nested pairs, skipped 15748976 low quality
Processed 80690000 lines, found 80044 nested pairs, skipped 15751515 low quality
Processed 80700000 lines, found 80065 nested pairs, skipped 15753679 low quality
Processed 80710000 lines, found 80089 nested pairs, skipped 15755667 low quality
Processed 80720000 lines, found 80104 nested pairs, skipped 15757723 low quality
Processed 80730000 lines, found 80112 nested pairs, skipped 15759597 low quality
Processed 80740000 lines, found 80143 nested pairs, skipped 15761737 low quality
Processed 80750000 lines, found 80169 nested pairs, skipped 15763914 low quality
Processed 80760000 lines, found 80182 nested pairs, skipped 15766035 low quality
Processed 80770000 lines, found 80189 nested pairs, skipped 15767784 low quality
Processed 80780000 lines, found 80219 nested pairs, skipped 15770065 low quality
Processed 80790000 lines, found 80264 nested pairs, skipped 15772513 low quality
Processed 80800000 lines, found 80309 nested pairs, skipped 15774797 low quality
Processed 80810000 lines, found 80327 nested pairs, skipped 15777011 low quality
Processed 80820000 lines, found 80339 nested pairs, skipped 15779034 low quality
Processed 80830000 lines, found 80350 nested pairs, skipped 15781038 low quality
Processed 80840000 lines, found 80361 nested pairs, skipped 15782977 low quality
Processed 80850000 lines, found 80375 nested pairs, skipped 15785009 low quality
Processed 80860000 lines, found 80387 nested pairs, skipped 15786957 low quality
Processed 80870000 lines, found 80394 nested pairs, skipped 15788953 low quality
Processed 80880000 lines, found 80405 nested pairs, skipped 15790934 low quality
Processed 80890000 lines, found 80412 nested pairs, skipped 15792841 low quality
Processed 80900000 lines, found 80417 nested pairs, skipped 15794714 low quality
Processed 80910000 lines, found 80429 nested pairs, skipped 15796567 low quality
Processed 80920000 lines, found 80434 nested pairs, skipped 15798614 low quality
Processed 80930000 lines, found 80459 nested pairs, skipped 15800674 low quality
Processed 80940000 lines, found 80503 nested pairs, skipped 15802871 low quality
Processed 80950000 lines, found 80509 nested pairs, skipped 15804816 low quality
Processed 80960000 lines, found 80518 nested pairs, skipped 15806752 low quality
Processed 80970000 lines, found 80529 nested pairs, skipped 15808862 low quality
Processed 80980000 lines, found 80539 nested pairs, skipped 15810937 low quality
Processed 80990000 lines, found 80545 nested pairs, skipped 15813006 low quality
Processed 81000000 lines, found 80557 nested pairs, skipped 15815095 low quality
Processed 81010000 lines, found 80568 nested pairs, skipped 15817271 low quality
Processed 81020000 lines, found 80579 nested pairs, skipped 15819320 low quality
Processed 81030000 lines, found 80587 nested pairs, skipped 15821409 low quality
Processed 81040000 lines, found 80593 nested pairs, skipped 15823512 low quality
Processed 81050000 lines, found 80602 nested pairs, skipped 15825589 low quality
Processed 81060000 lines, found 80612 nested pairs, skipped 15827634 low quality
Processed 81070000 lines, found 80614 nested pairs, skipped 15829622 low quality
Processed 81080000 lines, found 80629 nested pairs, skipped 15831633 low quality
Processed 81090000 lines, found 80637 nested pairs, skipped 15833724 low quality
Processed 81100000 lines, found 80648 nested pairs, skipped 15835793 low quality
Processed 81110000 lines, found 80655 nested pairs, skipped 15837864 low quality
Processed 81120000 lines, found 80662 nested pairs, skipped 15839937 low quality
Processed 81130000 lines, found 80676 nested pairs, skipped 15842073 low quality
Processed 81140000 lines, found 80687 nested pairs, skipped 15844186 low quality
Processed 81150000 lines, found 80692 nested pairs, skipped 15846311 low quality
Processed 81160000 lines, found 80697 nested pairs, skipped 15848374 low quality
Processed 81170000 lines, found 80712 nested pairs, skipped 15850596 low quality
Processed 81180000 lines, found 80719 nested pairs, skipped 15852547 low quality
Processed 81190000 lines, found 80722 nested pairs, skipped 15854188 low quality
Processed 81200000 lines, found 80727 nested pairs, skipped 15855931 low quality
Processed 81210000 lines, found 80729 nested pairs, skipped 15857791 low quality
Processed 81220000 lines, found 80729 nested pairs, skipped 15859632 low quality
Processed 81230000 lines, found 80729 nested pairs, skipped 15861575 low quality
Processed 81240000 lines, found 80734 nested pairs, skipped 15863492 low quality
Processed 81250000 lines, found 80743 nested pairs, skipped 15865668 low quality
Processed 81260000 lines, found 80750 nested pairs, skipped 15867702 low quality
Processed 81270000 lines, found 80753 nested pairs, skipped 15869612 low quality
Processed 81280000 lines, found 80758 nested pairs, skipped 15871529 low quality
Processed 81290000 lines, found 80765 nested pairs, skipped 15873563 low quality
Processed 81300000 lines, found 80777 nested pairs, skipped 15875750 low quality
Processed 81310000 lines, found 80793 nested pairs, skipped 15877753 low quality
Processed 81320000 lines, found 80810 nested pairs, skipped 15879759 low quality
Processed 81330000 lines, found 80832 nested pairs, skipped 15881934 low quality
Processed 81340000 lines, found 80849 nested pairs, skipped 15883986 low quality
Processed 81350000 lines, found 80860 nested pairs, skipped 15886239 low quality
Processed 81360000 lines, found 80879 nested pairs, skipped 15888414 low quality
Processed 81370000 lines, found 80902 nested pairs, skipped 15890589 low quality
Processed 81380000 lines, found 80915 nested pairs, skipped 15892673 low quality
Processed 81390000 lines, found 80939 nested pairs, skipped 15894806 low quality
Processed 81400000 lines, found 80950 nested pairs, skipped 15896829 low quality
Processed 81410000 lines, found 80957 nested pairs, skipped 15898821 low quality
Processed 81420000 lines, found 80970 nested pairs, skipped 15900782 low quality
Processed 81430000 lines, found 80979 nested pairs, skipped 15902638 low quality
Processed 81440000 lines, found 80991 nested pairs, skipped 15904568 low quality
Processed 81450000 lines, found 81008 nested pairs, skipped 15906582 low quality
Processed 81460000 lines, found 81033 nested pairs, skipped 15908758 low quality
Processed 81470000 lines, found 81057 nested pairs, skipped 15910968 low quality
Processed 81480000 lines, found 81067 nested pairs, skipped 15913083 low quality
Processed 81490000 lines, found 81073 nested pairs, skipped 15914767 low quality
Processed 81500000 lines, found 81074 nested pairs, skipped 15916390 low quality
Processed 81510000 lines, found 81075 nested pairs, skipped 15917919 low quality
Processed 81520000 lines, found 81077 nested pairs, skipped 15919387 low quality
Processed 81530000 lines, found 81085 nested pairs, skipped 15921284 low quality
Processed 81540000 lines, found 81105 nested pairs, skipped 15923504 low quality
Processed 81550000 lines, found 81121 nested pairs, skipped 15925663 low quality
Processed 81560000 lines, found 81134 nested pairs, skipped 15927827 low quality
Processed 81570000 lines, found 81150 nested pairs, skipped 15929924 low quality
Processed 81580000 lines, found 81170 nested pairs, skipped 15932074 low quality
Processed 81590000 lines, found 81185 nested pairs, skipped 15934002 low quality
Processed 81600000 lines, found 81203 nested pairs, skipped 15936101 low quality
Processed 81610000 lines, found 81219 nested pairs, skipped 15938194 low quality
Processed 81620000 lines, found 81236 nested pairs, skipped 15940448 low quality
Processed 81630000 lines, found 81259 nested pairs, skipped 15942561 low quality
Processed 81640000 lines, found 81275 nested pairs, skipped 15944742 low quality
Processed 81650000 lines, found 81290 nested pairs, skipped 15946955 low quality
Processed 81660000 lines, found 81306 nested pairs, skipped 15949053 low quality
Processed 81670000 lines, found 81333 nested pairs, skipped 15951298 low quality
Processed 81680000 lines, found 81351 nested pairs, skipped 15953405 low quality
Processed 81690000 lines, found 81364 nested pairs, skipped 15955451 low quality
Processed 81700000 lines, found 81378 nested pairs, skipped 15957444 low quality
Processed 81710000 lines, found 81398 nested pairs, skipped 15959556 low quality
Processed 81720000 lines, found 81407 nested pairs, skipped 15961641 low quality
